gene	YER014C-A	3	4	0	6	4	8	0	1	10	2	0
gene	YER044C-A	0	1	0	0	0	0	0	1	0	0	0
gene	YER056C-A	333	576	195	291	192	267	259	385	174	639	0
gene	YER074W	137	140	149	227	141	56	174	471	262	389	0
gene	YER074W-A	125	156	197	187	96	128	184	301	333	160	902
gene	YER074W-A	7	18	13	25	11	48	23	59	148	27	0
gene	YER093C-A	12	8	18	19	3	0	7	14	28	22	0
gene	YER117W	145	189	558	297	145	577	175	353	645	535	1522
gene	YER133W	50	56	99	86	21	24	34	27	14	10	0
gene	YER179W	0	1	0	5	0	0	1	0	0	0	0
gene	YFL039C	1604	1467	1246	2331	359	808	760	504	450	2186	153
gene	YFL034C-B	34	43	57	28	13	34	18	33	95	31	0
gene	YFL034C-A	146	87	288	77	16	232	46	35	22	21	0
gene	YFL031W	1069	2333	452	1623	859	502	1739	2363	524	2490	7
tRNA	tP(UGG)F	4617	2012	360	7472	3366	534	4591	16051	511	883	0
tRNA	tF(GAA)F	259	153	118	301	309	174	354	1174	507	38	0
tRNA	tY(GUA)F1	334	539	96	1424	668	8	545	659	10	186	0
tRNA	tS(GCU)F	5039	2627	2308	10190	4462	922	4732	20600	4294	765	0
gene	YFR024C-A	160	146	164	196	47	257	134	78	48	42	0
tRNA	tY(GUA)F2	498	387	17	1421	850	9	725	4391	158	135	0
gene	YFR031C-A	301	292	351	316	148	66	156	244	143	212	22
gene	YFR045W	5	12	18	22	9	13	6	5	0	6	0
gene	YGL251C	2	0	0	0	0	0	0	0	0	0	0
gene	YGL232W	13	35	20	21	10	25	24	26	78	7	0
gene	YGL226C-A	72	75	32	92	37	156	80	101	14	134	0
tRNA	tK(UUU)G1	153	26	16	295	188	42	219	370	1	29	0
gene	YGL183C	3	2	0	3	0	0	3	4	0	0	0
gene	YGL178W	143	191	247	139	46	45	61	50	15	7	0
tRNA	tL(CAA)G1	1322	620	254	3004	1438	613	2401	3618	655	215	0
gene	YGL137W	69	50	79	71	17	37	41	28	17	21	0
tRNA	tW(CCA)G1	444	103	624	505	169	168	294	861	52	18	0
gene	YGL103W	968	1293	1229	1158	517	770	587	947	500	2439	769
gene	YGL087C	44	15	39	40	7	0	30	16	0	10	0
gene	YGL076C	217	237	272	313	150	117	156	279	168	1810	0
gene	YGL076C	545	336	660	424	137	299	184	197	128	646	0
tRNA	tL(CAA)G2	518	148	203	594	218	258	506	609	155	37	3
gene	YGL033W	0	0	0	2	0	0	1	0	0	0	0
gene	YGL033W	23	17	62	21	6	0	4	6	0	0	0
gene	YGL030W	423	262	927	506	142	603	326	292	239	630	490
tRNA	tF(GAA)G	5941	2660	4924	5509	2245	3441	4713	8268	10327	304	210
gene	YGR001C	12	17	51	15	9	0	7	32	1	52	0
gene	YGR001C	47	86	43	46	25	26	35	53	24	43	0
gene	YGR029W	8	13	20	16	9	30	10	21	8	68	0
gene	YGR034W	198	295	761	344	130	494	262	342	897	1231	0
tRNA	tK(UUU)G2	1207	255	35	3101	1279	27	2421	3261	32	759	0
gene	YGR118W	246	236	402	221	104	275	156	205	144	390	0
tRNA	tL(CAA)G3	3783	1109	161	11467	5624	178	11503	12541	418	1259	61
gene	YGR183C	348	467	611	587	130	272	339	217	651	57	527
tRNA	tW(CCA)G2	54	1	172	54	1	42	26	2	18	0	0
gene	YGR214W	176	203	202	137	63	184	71	136	142	638	107
gene	YGR225W	0	0	0	0	0	0	2	0	0	0	0
gene	YGR296W	16	34	33	28	14	3	19	19	6	19	0
gene	YHL050C	50	89	45	36	22	13	33	24	3	28	0
gene	YHL001W	458	726	623	271	119	116	174	136	186	149	0
gene	YHR001W-A	20	35	11	85	20	136	57	49	199	40	289
gene	YHR010W	397	438	827	437	269	536	325	526	577	1087	215
gene	YHR012W	32	7	100	37	6	20	38	21	0	3	2
gene	YHR016C	17	14	95	36	8	0	23	19	37	14	0
gene	YHR021C	561	788	889	1194	435	636	860	1647	1649	6291	656
gene	YHR039C-A	63	78	116	105	54	172	159	175	82	164	0
gene	YHR041C	30	36	77	31	9	27	43	28	12	42	0
tRNA	tF(GAA)H1	1319	404	506	990	549	635	1171	2527	1066	72	291
gene	YHR076W	26	27	61	55	10	8	26	22	0	11	0
gene	YHR077C	345	293	666	260	50	427	168	62	121	17	0
gene	YHR079C-A	0	0	0	0	0	19	0	0	0	0	0
gene	YHR097C	8	4	0	13	2	0	5	5	27	1	0
gene	YHR101C	51	31	58	54	14	15	33	25	66	15	0
gene	YHR123W	169	323	212	203	62	143	142	107	133	114	0
tRNA	tF(GAA)H2	407	256	418	634	450	305	594	850	271	44	0
gene	YHR141C	110	91	179	132	84	126	90	198	127	236	0
tRNA	tP(UGG)H	2324	1058	459	5143	2500	691	3622	9596	452	581	0
gene	YHR199C-A	14	26	9	24	5	0	16	17	0	8	0
gene	YHR203C	394	955	549	721	418	364	412	1114	163	2790	492
gene	YHR218W	6	16	11	18	4	31	3	3	29	2	0
gene	YJL225C	0	0	0	0	0	0	0	0	0	0	0
gene	YJL205C	20	11	34	24	6	33	32	25	68	22	0
gene	YJL191W	26972	32997	3461	9463	7215	1334	7624	4779	519	2343	0
gene	YJL189W	375	1157	999	722	624	1359	920	1663	1385	1696	141
gene	YJL177W	154	213	243	185	137	94	175	322	204	1004	398
gene	YJL136C	187	374	373	385	239	366	244	502	416	801	475
tRNA	tY(GUA)J1	1368	526	25	1269	1580	47	930	3962	37	229	0
gene	YJL041W	25	18	26	30	7	6	36	17	9	33	0
gene	YJL031C	27	7	53	24	8	124	14	10	0	0	0
gene	YJL024C	22	27	69	33	19	40	18	63	0	17	0
tRNA	tW(CCA)J	747	157	62	895	682	222	1455	1934	231	41	0
gene	YJL001W	27	134	65	80	70	77	82	161	68	129	143
gene	YJR021C	3	2	0	6	9	4	4	4	0	1	0
tRNA	tY(GUA)J2	784	241	9	878	1172	24	885	3792	5	68	0
gene	YJR079W	1	0	0	2	0	0	2	2	8	1	0
gene	YJR094W-A	298	329	227	337	139	568	230	348	237	292	1050
tRNA	tL(UAG)J	1819	330	2	1940	1748	0	4715	5828	0	36	0
gene	YJR112W-A	15	9	12	17	6	33	16	13	13	4	0
gene	YJR145C	614	1338	634	990	707	519	793	1905	195	3771	240
gene	YKL190W	197	135	190	227	73	90	236	152	142	167	0
gene	YKL180W	199	369	453	242	170	230	241	401	300	1821	0
gene	YKL157W	19	22	10	29	9	8	11	28	8	5	0
gene	YKL156W	610	861	343	862	699	558	874	1779	528	1122	29
gene	YKL081W	246	232	259	372	122	115	250	163	108	695	0
tRNA	tW(CCA)K	899	441	437	2955	792	128	1174	1874	289	173	0
gene	YKL006C-A	14	24	3	45	8	33	45	48	16	21	0
gene	YKL006W	198	264	494	316	107	349	183	278	333	609	209
gene	YKL002W	28	37	60	36	13	4	34	56	12	21	0
gene	YKR004C	1	8	2	12	1	7	2	4	12	3	0
gene	YKR005C	6	1	3	0	3	0	1	0	0	0	0
tRNA	tL(CAA)K	349	85	65	804	388	49	887	1033	58	57	0
gene	YKR057W	162	196	172	238	115	98	242	332	198	583	321
tRNA	tK(UUU)K	2346	298	1228	1574	179	899	1364	365	295	51	21
gene	YKR094C	581	786	689	920	536	530	784	1488	795	2225	577
gene	YKR095W-A	17	25	18	33	35	24	27	82	0	55	0
gene	YLL067C	0	0	0	0	0	0	0	1	0	0	0
gene	YLL066C	2	21	1	10	4	10	4	7	8	8	0
gene	YLL050C	25	11	67	61	12	116	18	26	73	62	0
tRNA	tP(UGG)L	1543	550	183	2674	1249	305	1555	5542	108	418	0
gene	YLR048W	572	549	718	571	188	323	329	334	193	1566	16
gene	YLR054C	0	0	0	0	0	0	0	0	0	0	0
gene	YLR061W	814	1410	1475	441	216	744	232	356	311	470	0
gene	YLR078C	8	8	0	16	3	34	11	17	0	0	0
gene	YLR093C	19	19	30	28	8	0	33	31	0	6	0
gene	YLR128W	4	2	12	8	1	15	6	4	0	5	0
gene	YLR185W	945	2399	2070	1057	688	2533	995	2003	2595	2124	586
gene	YLR199C	26	18	11	47	11	29	43	25	1	11	0
gene	YLR202C	11	4	37	6	0	4	7	7	0	9	0
gene	YLR211C	36	83	23	36	15	8	30	29	0	2	0
tRNA	tL(UAG)L1	24	3	17	17	75	2	202	36	52	0	0
tRNA	tI(UAU)L	7396	3671	951	27264	12194	1242	28482	43725	2803	2948	188
tRNA	tL(CAA)L	808	256	40	1703	724	218	1340	1884	274	97	0
gene	YLR275W	4	3	1	4	2	51	2	13	0	2	0
gene	YLR287C-A	171	207	307	286	118	268	284	387	514	614	361
tRNA	tL(UAG)L2	2696	1020	25	5528	1729	89	3192	7311	6	127	0
gene	YLR306W	44	70	21	64	29	34	29	41	25	1	0
gene	YLR316C	0	1	17	1	1	7	3	0	26	1	0
gene	YLR316C	0	6	0	4	1	7	4	1	0	7	0
tRNA	tX(XXX)L	82	32	32	139	39	93	89	82	24	11	0
gene	YLR329W	2	8	0	1	3	0	0	3	0	1	0
gene	YLR344W	156	110	129	194	68	93	119	156	139	165	0
gene	YLR367W	382	506	733	467	247	559	426	734	534	744	552
tRNA	tK(UUU)L	163	34	48	204	2468	96	2827	246	0	9	0
gene	YLR406C	383	479	535	456	191	276	226	302	324	320	0
gene	YLR426W	25	41	12	57	22	67	26	37	32	34	0
gene	YLR445W	0	4	0	1	0	0	0	0	0	0	0
gene	YLR448W	97	259	84	151	99	101	100	239	26	479	0
gene	YLR464W	3	2	0	1	0	3	3	4	0	0	0
gene	YML133C	2	1	0	2	0	5	0	0	0	0	0
gene	YML124C	202	178	105	245	52	137	121	75	52	59	0
gene	YML094W	7	15	53	10	7	3	8	19	19	3	0
gene	YML085C	133	323	204	148	59	102	127	121	162	402	0
gene	YML073C	97	146	147	149	73	28	103	169	117	246	0
gene	YML067C	11	17	78	58	12	71	31	28	44	9	0
gene	YML056C	60	32	117	52	19	31	22	21	22	111	1
tRNA	tY(GUA)M1	1201	646	584	1429	1056	388	896	3585	347	107	0
tRNA	tP(UGG)M	1936	709	130	3920	1997	269	2961	8258	263	521	0
gene	YML036W	2	9	6	7	3	16	13	26	27	32	0
gene	YML034W	2	4	24	2	0	0	2	9	32	10	0
gene	YML026C	273	381	468	394	170	273	242	372	413	527	180
gene	YML025C	8	9	43	18	2	0	10	9	0	13	0
gene	YML024W	47	74	83	159	69	130	95	233	80	667	0
gene	YML017W	45	66	61	80	18	19	56	52	52	11	0
gene	YMR033W	252	376	280	219	98	332	195	139	110	53	0
tRNA	tF(GAA)M	341	176	146	393	247	49	312	818	60	31	0
tRNA	tW(CCA)M	579	243	158	1280	544	143	837	657	339	110	0
gene	YMR079W	31	50	95	63	18	131	50	54	43	138	0
gene	YMR116C	2267	5725	2552	2079	1160	1278	2028	2934	1503	10226	1958
tRNA	tL(CAA)M	60	8	236	75	11	34	24	33	17	3	1
gene	YMR125W	52	32	44	85	14	50	18	31	40	19	0
gene	YMR133W	18	32	14	29	19	58	32	48	0	1	0
gene	YMR142C	25	35	29	66	17	14	48	63	0	195	0
gene	YMR143W	237	313	73	227	198	35	115	251	2	465	0
gene	YMR194W	49	48	105	77	32	243	70	86	188	60	31
gene	YMR194C-B	48	36	56	32	8	12	42	17	78	8	4
gene	YMR201C	10	11	0	6	7	0	9	12	0	3	0
gene	YMR225C	81	111	23	106	61	64	147	204	104	133	69
gene	YMR230W	62	98	216	138	74	131	97	218	201	524	545
gene	YMR242C	71	91	99	78	52	85	97	110	84	182	139
tRNA	tY(GUA)M2	640	275	0	806	1128	0	757	3973	42	98	0
gene	YMR292W	41	21	95	40	12	68	48	32	45	33	0
gene	YNL339C	7	7	13	16	3	0	8	10	0	8	0
gene	YNL312W	83	120	79	97	92	39	100	154	17	111	269
gene	YNL302C	274	299	454	460	191	165	327	493	338	869	84
gene	YNL301C	673	420	833	382	99	229	154	104	89	83	222
gene	YNL265C	3	3	0	6	5	0	3	12	8	4	0
gene	YNL246W	4	18	21	15	15	0	20	24	29	24	0
gene	YNL162W	88	125	319	148	94	200	119	316	286	341	31
gene	YNL147W	19	49	18	39	46	24	97	233	44	39	0
gene	YNL138W-A	18	46	11	25	30	19	19	50	13	17	0
tRNA	tF(GAA)N	159	51	31	118	117	38	109	422	6	9	0
gene	YNL130C	316	662	721	635	226	334	427	489	500	316	294
gene	YNL112W	167	56	498	53	19	99	14	20	52	42	0
tRNA	tL(CAA)N	10	7	82	33	6	9	13	24	15	3	0
gene	YNL096C	36	67	40	73	47	38	46	114	47	221	0
gene	YNL069C	341	408	265	512	254	173	454	463	190	1470	79
gene	YNL050C	23	2	9	14	4	12	7	8	2	4	0
gene	YNL044W	304	428	560	394	166	239	433	492	389	829	633
tRNA	tP(UGG)N1	4537	5252	15226	4777	1485	10296	3774	5527	4499	379	0
gene	YNL038W	21	23	111	20	20	19	28	42	11	9	0
tRNA	tP(UGG)N2	570	413	319	876	407	320	429	1635	635	111	0
gene	YNL012W	6	10	0	4	2	0	6	6	0	2	0
gene	YNL004W	44	59	43	77	16	36	42	50	116	30	0
gene	YNR053C	104	65	58	57	14	0	27	6	32	6	0
gene	YOL127W	195	239	217	201	111	211	111	173	219	277	0
gene	YOL121C	579	591	632	419	155	290	338	280	328	316	227
gene	YOL120C	185	233	353	276	73	88	148	130	196	1121	400
gene	YOL048C	24	7	32	64	14	31	34	30	12	21	0
gene	YOL047C	0	3	0	2	0	0	4	0	0	0	0
tRNA	tS(GCU)O	4448	4980	5924	11133	7085	1864	7635	26647	2770	680	0
tRNA	tY(GUA)O	719	551	14	1699	1077	102	869	2390	84	184	0
tRNA	tP(UGG)O1	3515	1332	599	4436	2327	288	2799	9668	342	639	0
tRNA	tK(UUU)O	221	57	125	436	72	109	249	145	75	30	0
tRNA	tP(UGG)O2	1563	576	224	2818	1399	125	1851	6025	222	456	0
gene	YOR096W	112	84	232	136	78	223	70	143	258	676	207
gene	YOR122C	273	279	422	427	86	169	198	146	110	133	259
gene	YOR182C	167	172	264	249	101	513	234	347	462	560	0
gene	YOR234C	169	270	183	232	86	165	120	155	109	110	0
snoRNA	snR17a	344443	209270	100106	395999	192238	75104	486094	465959	44037	598519	138696
gene	YOR293W	290	700	432	459	442	492	449	1336	426	2679	320
gene	YOR312C	81	65	117	133	52	189	89	108	242	203	215
gene	YOR318C	37	56	36	33	16	22	17	16	15	4	0
tRNA	tP(UGG)O3	2281	1862	856	4055	2193	1136	3984	12075	1125	1159	170
gene	YPL283C	0	0	0	0	0	0	0	0	0	0	0
tRNA	tW(CCA)P	690	151	185	979	710	156	1327	1860	277	68	0
gene	YPL249C-A	239	314	143	291	174	214	174	348	166	459	0
gene	YPL241C	11	17	0	7	6	0	6	2	0	1	0
gene	YPL218W	178	200	463	301	85	484	196	192	524	378	0
gene	YPL198W	274	348	651	238	75	247	119	138	149	175	0
gene	YPL198W	46	43	109	39	27	38	16	47	59	98	0
gene	YPL175W	21	25	39	19	7	0	9	10	78	0	0
snoRNA	snR17b	84763	56496	15318	65740	44887	13377	65424	101175	9723	181738	59311
gene	YPL143W	96	130	237	184	111	133	160	256	200	1030	0
gene	YPL129W	46	35	30	64	18	19	59	45	16	30	0
gene	YPL109C	6	2	0	5	4	1	13	9	6	7	0
gene	YPL090C	239	180	192	200	100	157	156	194	69	249	5
gene	YPL081W	816	519	1621	560	204	888	491	307	617	115	0
gene	YPL079W	82	95	100	80	42	86	62	118	104	162	0
gene	YPL075W	51	37	64	78	19	27	31	20	11	4	0
gene	YPL031C	28	33	0	34	18	35	59	60	106	35	0
tRNA	tF(GAA)P1	1333	1583	1574	2126	1488	1650	2321	6360	2984	257	0
gene	YPR010C-A	18	17	73	39	18	46	46	62	30	65	0
tRNA	tF(GAA)P2	322	92	232	272	180	105	247	861	202	37	0
gene	YPR028W	352	697	728	602	100	238	138	129	80	99	0
gene	YPR043W	269	363	347	328	180	417	253	503	435	1237	91
gene	YPR063C	43	58	125	93	31	36	31	45	26	191	0
gene	YPR098C	4	6	45	19	2	8	15	15	0	10	0
tRNA	tK(UUU)P	990	411	58	8890	1498	84	1928	4613	62	540	0
gene	YPR132W	123	107	111	171	93	154	117	213	116	690	0
gene	YPR153W	3	18	5	7	6	0	9	8	13	4	0
gene	YPR170W-B	35	45	72	66	23	62	60	49	16	285	0
gene	YPR187W	109	72	184	137	52	63	134	112	83	69	0
gene	YPR202W	15	22	57	11	1	5	8	6	0	5	0
